btdlnykopxkhjmxbxtskeopiyk,FALSE
lctspmqxuhlpijdkpnbgxdiwmr,FALSE
arqcnhqninogfqbiwnhoaatfzp,FALSE
pjflykdttnqpuawzfjijvipywx,FALSE
jvzgiklpyeoabmxruwdsncftqh,TRUE
tghvyknaumpefxdjqrciowlsbz,TRUE
bfzteacijgpwnhqysvxlrmdoku,TRUE
fipovfcvzesqbsousguemfnqnu,FALSE
ppgjehkbxhpucnobgnsnmjliop,FALSE
sdezharugmnxjiktovwpyclqfb,TRUE
xpinvxpyvysihahvoxkfavxetg,FALSE
isprdszcavzhixqvhnnlvbzzpu,FALSE
uwclnipygsrmdvaxfbkqoejhzt,TRUE
demxuvpabnqltrjifyskwcozgh,TRUE
cgjdzipufsnbaeyorhqtwvxmkl,TRUE
pywinhxdqaobstmvguzjfklcre,TRUE
vyafvzxiwfiuxfpslljkdktonl,FALSE
fyjgmlkcqrvadenuxzhswobpit,TRUE
bztlwrxisuogahvnfmydckpejq,TRUE
yzgmptrcbqiewvkuxjsnfaodlh,TRUE
eunxezaamsfpnciwxacrmwetfi,FALSE
tdbxcjysfeigmhnrlqkapvuowz,TRUE
uinobhxeyaflwksrcjtvdqgzmp,TRUE
zlnrpdmxfeylhstqrirusjqvzm,FALSE
ajnvptuulmtyrozryhmbnwaaju,FALSE
sarviczldkgnebtjpwmoyqfxhu,TRUE
uzbjykpsfhroxelqcndtwvigam,TRUE
vwhqsyfocdjxetamrugizklpbn,TRUE
oixcsiwftqzkdjmsmweamwdeuk,FALSE
mljlkqjppkuyrgckrlezatsogz,FALSE
vdtihcpejkabzmnolsgyfrquxw,TRUE
ogflhexcbzksmdjypwrnquiavt,TRUE
aflvhojhrhlmfbrszkttvbubsi,FALSE
hdobipwyuemdwrhyqtsrdvlods,FALSE
ktyhfxobniaeqvudpcmszwjrgl,TRUE
xwcqiljefouvkszdrpnabythmg,TRUE
saujgvnhifzbxmtopcwykqrlde,TRUE
jmbicageohqxstnpfzywrudlkv,TRUE
ylwhppbuvixkuznrmqglbmfeco,FALSE
lutshrwnfvqpzjkyieacombgxd,TRUE
ajrtgvuexolysqwmfhpikbdczn,TRUE
rzdkxsjeaoyvtfcwmgiqhpubnl,TRUE
eptqcduvjvrifeznujoiqjkgnx,FALSE
ymrjvbuqldsoawzncxkifpgthe,TRUE
seaisldzxpddngwieypdabuinh,FALSE
rfuvoytazilbnswxcpqkjhdmge,TRUE
gkbtxpecjnwosqylrizfuvmhda,TRUE
swoljtkhxzaeinfqpuydvmbrgc,TRUE
imzhbwdphconjvxmbiwpaxlyly,FALSE
cfuwpkhlvpifcwuhqdzkmmsuqd,FALSE
hbkinjtgfclazeoyxrpqvdsmuw,TRUE
qvuxlwcrgempsynbdohzkifjta,TRUE
jotmqwhosqdulbkeboqrfjstjd,FALSE
doqhvisplmebkrunjctywzgaxf,TRUE
wrtmnacyxidbfhjsgupvzokelq,TRUE
jqpmoxidgefwatkclnhrsyvuzb,TRUE
lfwlinuctrgbaatglzehkmlfrq,FALSE
uasdozxnyiqmbvktflhewjprgc,TRUE
ykvmrrfellfwdpmmfspytnedqr,FALSE
lfxjujcbzlppjstntdepqxibwj,FALSE
poenpqmopvlbdaokeipfesxtuy,FALSE
hdfpmbugxcojizqwrsyavneltk,TRUE
evkduhzsiastxwiplzgtzgqill,FALSE
lcclwodgrezlfsoyzgqcslqmwh,FALSE
ahsxssysuqvcraeaphfzudwppk,FALSE
ofhgajmhxyvlkhetgqtnwzxtlf,FALSE
lndhyjovizcbmqwftgrsuxeapk,TRUE
wpscqfxyzmjbnguerkoildahvt,TRUE
gnafxhwvcloudpmierzbkqsjyt,TRUE
hjtiwcmlgsxudpazqkbveoyrfn,TRUE
dhlsohlncfeijbhfljvandtexa,FALSE
fsgqecmuiyecllwmvvqqfodzbg,FALSE
kstjboxqwinaydczgeuvfhrplm,TRUE
thmpbyanjybranaqhkjxlmjmmr,FALSE
gomyxtznplifkrqcsduevabwhj,TRUE
qkdblnyhrpfmuacozteisjwvgx,TRUE
tzjbdskknyvlocqqaulgaozooz,FALSE
uhpdrsxkfbxuphynrnvatvojnt,FALSE
dhwaqlmgvrntwmyfgnfotqwufw,FALSE
hdwdoxvasczoprcneldsmwybly,FALSE
bdrnqvwaypkfjcglzomuetsixh,TRUE
dgwybirvjohnxeutsqmlzkcafp,TRUE
aptzjclxvworymgbsnfkiqduhe,TRUE
oedjbgxkpidgnboemobvvdyyal,FALSE
bjprwuxsylmoghncdeqafzvkti,TRUE
vzlxnoatqecwsbfdrpjyghmuik,TRUE
vyzylacnvkjurscphvmatsyzwo,FALSE
vyoefxgpmrtuahbkiwqzlncsjd,TRUE
vxauintwlchmrfsjoqpkedgbzy,TRUE
tkfewropzvsbqihndjcuyaxmgl,TRUE
tlodzgqcnuxfbeyhjksawmrpiv,TRUE
rqqsggjdhlchajyzircbuoodrl,FALSE
ywwxiwneunyoaspkblmfxpfmvc,FALSE
qjfliztvgxhbaycsnwerkpomud,TRUE
trqsjtmjbeqvnaueeyevwjogfi,FALSE
upoalmkzbcyqfitxjrnhsevwdg,TRUE
vilrbtmvhpnycxabiiuhpvrsek,FALSE
aefxlyviorzcjkumwhgpbqndts,TRUE
ypdakmvcsnoleurihtwxqfzbjg,TRUE
wqdqmhytvgxazkjqxknrbaztbl,FALSE
tevqhfjnwikblaozgrxpymusdc,TRUE
sjmfwheauixvzqonygcbrptkld,TRUE
xrwoeblvjstcqfpuhzayndmikg,TRUE
adxqioupmcftskbvlrgwnyzhje,TRUE
bkymndtyqpfxwnkfyajasroird,FALSE
gwyneumjblcxrvoptafhkzdsiq,TRUE
swmjxkvprrojhigmskrflmzqxm,FALSE
mdmwqdkhdlmuhdjhmgbjixuvpu,FALSE
rbbgdcuenxvzowbhcpssqgvdyi,FALSE
ggnmjygplbwvtsziemyjaeglno,FALSE
flbhtaemxnvxaystfswdcdvtkd,FALSE
hjrljtefsspmagjlptekljighw,FALSE
gyknjeovbfmdwtzxciuahrpsql,TRUE
qltiwpkdrjunxsfgyebavhzcom,TRUE
dkxuvxpawgbxgtazvhmkockrdq,FALSE
duqklxcqodkmslgkkmwpuooouo,FALSE
jszvstoqtrgfdjvimefyppofbe,FALSE
tlslvbchxsjrproatdkzqdwcfd,FALSE
kqxezqeihalaauemqicxsiskii,FALSE
xejrpcmyyzqanqftqybfdtlqgy,FALSE
kbxsuvjqaphlrcfwdezynotmig,TRUE
gjtlxkzdmqcpwusboeynfirhva,TRUE
ipnrtlgkbmzwaojdefvscuyxqh,TRUE
liofqxmytrduzejgwpncavskhb,TRUE
ttgpqebguhrqffcbeppodgxhik,FALSE
rqpuntovszalyxebgwhcfikmjd,TRUE
fltkxewqmozijvnpbrhucadgys,TRUE
xcigajsfvyntzmdqhokupwebrl,TRUE
nchnavsudelisjgtcnblnpbqag,FALSE
srnutmelbqijpckdfgwavyzhxo,TRUE
axikvswunhfgzjcelbrqopmtdy,TRUE
inxhkmfqqkxwzgyebisniyntri,FALSE
dapasfehuwwbidiyclwytmrrix,FALSE
bpojphpohjuisuvjlozcubnbjx,FALSE
nscbtnpbpemzywowsdrwvfnykk,FALSE
bkirqnkzlvjdkvkybcsvmfizzf,FALSE
dkypaqlnztwjrsbfougheivxcm,TRUE
kgnuinsbdhumxzxhpujngbiwbo,FALSE
jlsfucivgmqnhbraxkypoewtzd,TRUE
lztmhxdgkbrofapcesqyiuwvjn,TRUE
vdepcgtksfbrxhymjqawzoinul,TRUE
sfwjjxksotdoroieidddpsxjuo,FALSE
byjtwvcumazhnipogsdrkfqelx,TRUE
obkxrtwonqrvbqraumzhgmyhhz,FALSE
mqatblpkpvoakwyzebgorswvwq,FALSE
szdpoiuakgyhwqxcflbtnrjemv,TRUE
ygrtzauhfdolmeckvqsibnpwjx,TRUE
fhqzupavcrymjosxwedtkgnlbi,TRUE
mtzrwofjxkquybpdciahelsgvn,TRUE
tsgeikqqbfsrcmbrlopatepvwt,FALSE
fhcesoniuqeecfnudtdjwygxcp,FALSE
mlrcszsvieydfxksmaaiitaypw,FALSE
xaysbgywbgkamooataouonmavd,FALSE
upcenjmzorqxgwtyfbidlhvsak,TRUE
lrtdgvixsicinaqxcomfivslqr,FALSE
yryyfcqrwnprhpkhtggekxxfzo,FALSE
aeishvrnxpwobyfukjldqgztmc,TRUE
wjyjtodzeeeshxstpuijocqytb,FALSE
srepvkdhfmbjcowqaziutlyngx,TRUE
yjytzndgadvpuhdfozhnxewlwv,FALSE
gezuhbzjvtnvuoegeawmlcmmvm,FALSE
nhigeatuyozlbkxmwrpfqdscjv,TRUE
wsuadgkjimyorleqtnpxhcvfzb,TRUE
jygvsucfwpdaolbhzqmnertxki,TRUE
wkgcswfbxxagpxewbtlcgevixl,FALSE
wtcjcsbowbrgjtbfxjxwyrtyzn,FALSE
iyunmatkcphahjzoddzxdfryey,FALSE
hzcwydzmwqvalttcwxvxnpllqb,FALSE
jnxdzaqfcgoeruyihbkmstlvwp,TRUE
ktdnrzhymgjqfwisbuvclpxoea,TRUE
dkmliuhonrwcxbfgvaespzjqyt,TRUE
mtwysdplrkwhwrrmpjcmqfpmpy,FALSE
bavbqyyuffuzztxntgkydpaxtk,FALSE
lbyucyjfwcidvbxrcqmzawyltc,FALSE
ejtrhgajslcztgvjgrjlrklbfe,FALSE
pjqbaifmlhcyvnetdouzwxksgr,TRUE
pmbpbsliwiyxdibpymfpyichbp,FALSE
yaidjzhmlntgqkxobecpfrvuws,TRUE
ccanjbsgcekluijgbcjiuxojje,FALSE
bmoioaffjhqypfdkkhjhnytpwa,FALSE
ryopdhxncblkamzjwgfseuitqv,TRUE
cajjmtbushlhthsiqnxwuaaxde,FALSE
hmbzvncztmxxyworcirohurtvr,FALSE
bdvgkizvykirchvwiifmaitntl,FALSE
xtutrnoxeskflzbqxevxbqixix,FALSE
hghrxnemsfhspcwfqsxeyaalic,FALSE
eikykvhvxqxjfhipwahrbnfiuc,FALSE
eyvhgcunyycmhxdjryptokkofd,FALSE
rtldmsihnopbvyjaxqkugecfwz,TRUE
yfzraambywgfbjqathsthxhlxs,FALSE
kpqsrzciypbnywnrilklobhhpy,FALSE
xjqyhcpbekozswadiunfgtrlvm,TRUE
lgnrtyopeadkvmuqjzxhbfcwsi,TRUE
rhndwqfulyiegcbojzxvmpksta,TRUE
zwpidufvqyckrbxhgjntlesmao,TRUE
iajayrerwlmcgmthmisewojabd,FALSE
akxkguxgmfueokudebikrozsma,FALSE
rvhzujfcnymbxkqisdpgwtoale,TRUE
hslbrxsjfinkigjveshsoshkwt,FALSE
hjwuvpnbktmyqfcgasdoxzreli,TRUE
